year,month,rank,net_worth,full_name,year of birth,age,gender,country_of_citizenship,country_of_residence,city_of_residence,business_category,self_made,wealth_status
2024,4,511,5.8 B,Robert Faith,1963,60,Male,United States,United States,Charleston,Real Estate,TRUE,Increased
2024,4,511,5.8 B,Vyacheslav Kim,1969,54,Male,Kazakhstan,Kazakhstan,Almaty,Finance & Investments,TRUE,Increased
2024,4,511,5.8 B,Samir Mehta,1963,60,Male,India,India,Ahmedabad,Healthcare,FALSE,Increased
2024,4,511,5.8 B,Sudhir Mehta,1954,69,Male,India,India,Ahmedabad,Healthcare,FALSE,Increased
2024,4,511,5.8 B,Ruan Liping,1964,59,Male,Hong Kong,China,Ningbo,Manufacturing,TRUE,Decreased
2024,4,511,5.8 B,Ruan Xueping,1972,52,Male,Hong Kong,China,Ningbo,Manufacturing,TRUE,Decreased
2024,4,511,5.8 B,John A. Sobrato & family,1939,84,Male,United States,United States,Atherton,Real Estate,TRUE,Decreased
2024,4,511,5.8 B,Tsai Eng-meng,1957,67,Male,Taiwan,China,Shanghai,Food & Beverage,FALSE,Decreased
2024,4,511,5.8 B,Erich Wesjohann & family,1945,78,Male,Germany,Germany,Visbek,Food & Beverage,TRUE,Increased
2024,4,511,5.8 B,Wu Yajun,1964,60,Female,China,China,Beijing,Real Estate,TRUE,Decreased
2024,4,511,5.8 B,Denise York & family,1950,73,Female,United States,United States,Youngstown,Sports,FALSE,Increased
2024,4,522,5.7 B,Maria Fernanda Amorim & family,1935,89,Female,Portugal,Portugal,Grijo,Diversified,FALSE,Increased
2024,4,522,5.7 B,Clive Calder,1946,77,Male,United Kingdom,Cayman Islands,Grand Cayman,Media & Entertainment,TRUE,Remained Even
2024,4,522,5.7 B,"Chase Coleman, III.",1975,48,Male,United States,United States,New York,Finance & Investments,TRUE,Decreased
2024,4,522,5.7 B,Miguel Krigsner,1950,74,Male,Brazil,Brazil,Sao Jose dos Pinhais,Fashion & Retail,TRUE,Increased
2024,4,522,5.7 B,Lin Shu-hong,1928,95,Male,Taiwan,Taiwan,Taipei,Manufacturing,TRUE,Decreased
2024,4,522,5.7 B,Shen Guojun,1962,61,Male,China,China,Beijing,Fashion & Retail,TRUE,Increased
2024,4,522,5.7 B,Tim Sweeney,1970,53,Male,United States,United States,Cary,Media & Entertainment,TRUE,Increased
2024,4,529,5.6 B,Rahul Bhatia,1959,64,Male,India,India,Delhi,Service,FALSE,Increased
2024,4,529,5.6 B,Tom Golisano,1941,82,Male,United States,United States,Naples,Service,TRUE,Increased
2024,4,529,5.6 B,James Irving,1928,96,Male,Canada,Canada,Saint John,Diversified,FALSE,Increased
2024,4,529,5.6 B,Li Ge,1967,57,Male,United States,China,Shanghai,Healthcare,TRUE,Remained Even
2024,4,529,5.6 B,Janice McNair,1936,87,Female,United States,United States,Houston,Sports,FALSE,Increased
2024,4,529,5.6 B,Michael Moritz,1954,69,Male,United States,United States,San Francisco,Finance & Investments,TRUE,Increased
2024,4,529,5.6 B,Wolfgang Reimann,1952,71,Male,Germany,Germany,Passau,Fashion & Retail,FALSE,Increased
2024,4,529,5.6 B,Matthias Reimann-Andersen,1965,59,Male,Germany,Germany,Munich,Fashion & Retail,FALSE,Increased
2024,4,529,5.6 B,Stefan Reimann-Andersen,1963,60,Male,Germany,Austria,Vienna,Fashion & Retail,FALSE,Increased
2024,4,529,5.6 B,Renate Reimann-Haas,1951,72,Female,Germany,Austria,Vienna,Fashion & Retail,FALSE,Increased
2024,4,529,5.6 B,Lynda Resnick,1943,81,Female,United States,United States,Los Angeles,Food & Beverage,TRUE,Increased
2024,4,529,5.6 B,Stewart Resnick,1936,87,Male,United States,United States,Beverly Hills,Food & Beverage,TRUE,Increased
2024,4,529,5.6 B,Gianfelice Rocca,1948,76,Male,Italy,Italy,Milan,Metals & Mining,FALSE,Increased
2024,4,529,5.6 B,Paolo Rocca,1952,71,Male,Italy,Argentina,Buenos Aires,Metals & Mining,FALSE,Increased
2024,4,529,5.6 B,Mark Scheinberg,1973,50,Male,Canada,United Kingdom,Isle of Man,Gambling & Casinos,TRUE,Increased
2024,4,529,5.6 B,Fred Smith,1944,79,Male,United States,United States,Memphis,Logistics,TRUE,Increased
2024,4,529,5.6 B,Ty Warner,1944,79,Male,United States,United States,Oak Brook,Real Estate,TRUE,Increased
2024,4,548,5.5 B,Shari Arison,1957,66,Female,Israel,Israel,Tel Aviv,Service,FALSE,Increased
2024,4,548,5.5 B,Tomasz Biernacki,1973,51,Male,Poland,Poland,"Krotoszyn,",Fashion & Retail,TRUE,Increased
2024,4,548,5.5 B,Mahendra Choksi & family,1941,82,Male,India,India,Mumbai,Manufacturing,FALSE,Increased
2024,4,548,5.5 B,Andrew Currie,1955,68,Male,United Kingdom,United Kingdom,London,Manufacturing,TRUE,Decreased
2024,4,548,5.5 B,Peter Gilgan,1951,73,Male,Canada,Canada,Toronto,Construction & Engineering,TRUE,Increased
2024,4,548,5.5 B,Sumet Jiaravanon,1934,89,Male,Thailand,Thailand,Bangkok,Diversified,FALSE,Decreased
2024,4,548,5.5 B,Igor Kesaev,1966,57,Male,Russia,Russia,Moscow,Fashion & Retail,TRUE,Increased
2024,4,548,5.5 B,Lin Li,1963,60,Male,China,China,Shenzhen,Finance & Investments,TRUE,Increased
2024,4,548,5.5 B,George Lucas,1944,79,Male,United States,United States,San Anselmo,Media & Entertainment,TRUE,Increased
2024,4,548,5.5 B,Doug Meijer & family,1954,70,Male,United States,United States,Grand Rapids,Fashion & Retail,FALSE,Increased
2024,4,548,5.5 B,Hank Meijer & family,1952,72,Male,United States,United States,Grand Rapids,Fashion & Retail,FALSE,Increased
2024,4,548,5.5 B,Mark Meijer & family,1957,66,Male,United States,United States,Grand Rapids,Fashion & Retail,FALSE,Increased
2024,4,548,5.5 B,John Reece,1957,67,Male,United Kingdom,United Kingdom,London,Manufacturing,TRUE,Decreased
2024,4,548,5.5 B,Juan Roig,1949,74,Male,Spain,Spain,Valencia,Fashion & Retail,FALSE,Increased
2024,4,548,5.5 B,Chairul Tanjung,1962,61,Male,Indonesia,Indonesia,Jakarta,Diversified,TRUE,Increased
2024,4,563,5.4 B,Jaran Chiaravanont,1930,94,Male,Thailand,Thailand,Bangkok,Diversified,FALSE,Decreased
2024,4,563,5.4 B,Mark Cuban,1958,65,Male,United States,United States,Dallas,Media & Entertainment,TRUE,Increased
2024,4,563,5.4 B,Archie Aldis Emmerson & family,1929,94,Male,United States,United States,Redding,Manufacturing,TRUE,Decreased
2024,4,563,5.4 B,Martin Haefner,1954,70,Male,Switzerland,Switzerland,Zurich,Technology,FALSE,Increased
2024,4,563,5.4 B,"Robert Hale, Jr.",1966,57,Male,United States,United States,Boston,Telecom,TRUE,Increased
2024,4,563,5.4 B,Horst Julius Pudwill,1944,79,Male,Germany,Hong Kong,Hong Kong,Manufacturing,TRUE,Increased
2024,4,563,5.4 B,Thomas Secunda,1954,69,Male,United States,United States,Croton-on-Hudson,Finance & Investments,TRUE,Increased
2024,4,563,5.4 B,Jon Stryker,1958,65,Male,United States,United States,New York,Healthcare,FALSE,Increased
2024,4,563,5.4 B,Torbjorn Tornqvist,1953,70,Male,Sweden,Switzerland,Geneva,Energy,TRUE,Increased
2024,4,572,5.3 B,Robert Bass,1948,76,Male,United States,United States,Fort Worth,Energy,FALSE,Increased
2024,4,572,5.3 B,Rick Caruso,1959,65,Male,United States,United States,Los Angeles,Real Estate,TRUE,Remained Even
2024,4,572,5.3 B,Charles B. Johnson,1933,91,Male,United States,United States,Palm Beach,Finance & Investments,FALSE,Increased
2024,4,572,5.3 B,Dan Kurzius,1971,52,Male,United States,United States,Atlanta,Technology,TRUE,Increased
2024,4,572,5.3 B,Thai Lee,1958,65,Female,United States,United States,Austin,Technology,TRUE,Increased
2024,4,572,5.3 B,Joao Moreira Salles,1962,62,Male,Brazil,Brazil,Rio de Janeiro,Diversified,FALSE,Increased
2024,4,572,5.3 B,Walther Moreira Salles Junior,1956,67,Male,Brazil,Brazil,Rio de Janeiro,Finance & Investments,FALSE,Increased
2024,4,572,5.3 B,Daniel Tsai,1956,67,Male,Taiwan,Taiwan,Taipei,Finance & Investments,FALSE,Increased
2024,4,572,5.3 B,Ronald Wanek,1941,82,Male,United States,United States,Saint Petersburg,Manufacturing,TRUE,Remained Even
2024,4,581,5.2 B,Michael Ashley,1964,59,Male,United Kingdom,United Kingdom,Hertfordshire,Fashion & Retail,TRUE,Increased
2024,4,581,5.2 B,Rajiv Bajaj,1966,57,Male,India,India,Pune,Diversified,FALSE,Increased
2024,4,581,5.2 B,Sanjiv Bajaj,1969,54,Male,India,India,Pune,Diversified,FALSE,Increased
2024,4,581,5.2 B,Charles Dolan & family,1926,97,Male,United States,United States,Oyster Bay,Media & Entertainment,TRUE,Increased
2024,4,581,5.2 B,Min Kao & family,1949,75,Male,United States,United States,Leawood,Technology,TRUE,Increased
2024,4,581,5.2 B,"Andre Koo, Sr.",1967,56,Male,Taiwan,Taiwan,Taipei,Finance & Investments,FALSE,Increased
2024,4,581,5.2 B,Mikhail Lomtadze,1975,48,Male,Georgia,Kazakhstan,Almaty,Finance & Investments,TRUE,Increased
2024,4,581,5.2 B,Abdulsamad Rabiu,1960,63,Male,Nigeria,Nigeria,Lagos,Diversified,FALSE,Decreased
2024,4,581,5.2 B,Richard Tsai,1957,66,Male,Taiwan,Taiwan,Taipei,Finance & Investments,FALSE,Increased
2024,4,581,5.2 B,Harald Tschira,1974,49,Male,Germany,Germany,Heidelberg,Technology,FALSE,Increased
2024,4,581,5.2 B,Udo Tschira,1969,54,Male,Germany,Germany,Wiesloch,Technology,FALSE,Increased
2024,4,581,5.2 B,Elizabeth Uihlein,1945,78,Female,United States,United States,Lake Forest,Manufacturing,TRUE,Increased
2024,4,581,5.2 B,Richard Uihlein,1945,78,Male,United States,United States,Lake Forest,Manufacturing,TRUE,Increased
2024,4,581,5.2 B,Russ Weiner,1970,53,Male,United States,United States,Delray Beach,Food & Beverage,TRUE,Increased
2024,4,581,5.2 B,Wu Jianshu,1964,60,Male,Hong Kong,China,Ningbo,Automotive,TRUE,Decreased
2024,4,597,5.1 B,Ron Baron,1943,80,Male,United States,United States,New York,Finance & Investments,TRUE,Increased
2024,4,597,5.1 B,Garrett Camp,1978,45,Male,Canada,United States,San Francisco,Technology,TRUE,Increased
2024,4,597,5.1 B,Dagmar Dolby & family,1941,82,Female,United States,United States,San Francisco,Technology,FALSE,Increased
2024,4,597,5.1 B,Bill Haslam,1958,65,Male,United States,United States,Knoxville,Fashion & Retail,FALSE,Increased
2024,4,597,5.1 B,John Henry,1949,74,Male,United States,United States,Boca Raton,Sports,TRUE,Increased
2024,4,597,5.1 B,Dietmar Hopp & family,1940,83,Male,Germany,Germany,Walldorf,Technology,TRUE,Increased
2024,4,597,5.1 B,Justin Ishbia,1977,46,Male,United States,United States,Chicago,Finance & Investments,FALSE,Increased
2024,4,597,5.1 B,Joseph Liemandt,1968,55,Male,United States,United States,Austin,Technology,TRUE,Increased
2024,4,597,5.1 B,Liu Yonghao & family,1951,72,Male,China,China,Chengdu,Service,TRUE,Decreased
2024,4,597,5.1 B,Sami Mnaymneh,1961,62,Male,United States,United States,Miami Beach,Finance & Investments,TRUE,Remained Even
2024,4,597,5.1 B,Jean (Gigi) Pritzker,1962,61,Female,United States,United States,Los Angeles,Service,FALSE,Increased
2024,4,597,5.1 B,Hussain Sajwani,1953,71,Male,United Arab Emirates,United Arab Emirates,Dubai,Real Estate,TRUE,Increased
2024,4,597,5.1 B,Tony Tamer,1957,66,Male,United States,United States,New York,Finance & Investments,TRUE,Remained Even
2024,4,597,5.1 B,Murat Ulker,1959,65,Male,Turkey,Turkey,Istanbul,Food & Beverage,FALSE,Increased
2024,4,597,5.1 B,Romesh T. Wadhwani,1947,76,Male,United States,United States,Palo Alto,Technology,TRUE,Remained Even
2024,4,612,5.0 B,Ben Chestnut,1974,49,Male,United States,United States,Atlanta,Technology,TRUE,Increased
2024,4,612,5.0 B,Vinod Rai Gupta,1945,78,Female,India,India,Delhi,Manufacturing,FALSE,Increased
2024,4,612,5.0 B,Helen Johnson-Leipold,1956,67,Female,United States,United States,Racine,Manufacturing,FALSE,Increased
2024,4,612,5.0 B,Daryl Katz,1961,62,Male,Canada,Canada,Edmonton,Diversified,TRUE,Increased
2024,4,612,5.0 B,Timur Kulibaev,1966,57,Male,Kazakhstan,Kazakhstan,Almaty,Finance & Investments,TRUE,Increased
2024,4,612,5.0 B,Dinara Kulibaeva,1967,56,Female,Kazakhstan,Kazakhstan,Almaty,Finance & Investments,FALSE,Increased
2024,4,612,5.0 B,Michel Leclercq & family,1939,84,Male,France,France,Lille,Fashion & Retail,FALSE,Remained Even
2024,4,612,5.0 B,Luo Liguo & family,1956,68,Male,China,China,Ningbo,Manufacturing,TRUE,Decreased
2024,4,612,5.0 B,John Sall,1948,75,Male,United States,United States,Cary,Technology,TRUE,Increased
2024,4,612,5.0 B,Alexandra Schoerghuber & family,1958,65,Female,Germany,Germany,Munich,Real Estate,FALSE,Remained Even
2024,4,612,5.0 B,Mark Shoen,1950,73,Male,United States,United States,Phoenix,Automotive,FALSE,Increased
2024,4,612,5.0 B,Ken Xie,1963,61,Male,United States,United States,Los Altos Hills,Technology,TRUE,Increased
2024,4,624,4.9 B,Margot Birmingham Perot,1933,90,Female,United States,United States,Dallas,Technology,FALSE,Increased
2024,4,624,4.9 B,Alejandro Bulgheroni,1944,79,Male,Argentina,Uruguay,Manantiales,Energy,FALSE,Increased
2024,4,624,4.9 B,Mong-Koo Chung,1938,86,Male,South Korea,South Korea,Seoul,Automotive,FALSE,Increased
2024,4,624,4.9 B,Jack Dorsey,1976,47,Male,United States,United States,San Francisco,Technology,TRUE,Increased
2024,4,624,4.9 B,Johnelle Hunt,1932,92,Female,United States,United States,Fayetteville,Logistics,TRUE,Increased
2024,4,624,4.9 B,Bidzina Ivanishvili,1956,68,Male,Georgia,Georgia,Tbilisi,Finance & Investments,TRUE,Remained Even
2024,4,624,4.9 B,H. Fisk Johnson,1958,65,Male,United States,United States,Racine,Manufacturing,FALSE,Increased
2024,4,624,4.9 B,S. Curtis Johnson,1955,68,Male,United States,United States,Racine,Manufacturing,FALSE,Increased
2024,4,624,4.9 B,Ananda Krishnan,1938,86,Male,Malaysia,Malaysia,Kuala Lumpur,Telecom,TRUE,Decreased
2024,4,624,4.9 B,Margarita Louis-Dreyfus & family,1962,61,Female,Switzerland,Switzerland,Davos,Food & Beverage,FALSE,Increased
2024,4,624,4.9 B,Winifred J. Marquart,1959,64,Female,United States,United States,Virginia Beach,Manufacturing,FALSE,Increased
2024,4,624,4.9 B,Arturo Moreno,1946,77,Male,United States,United States,Phoenix,Sports,TRUE,Increased
2024,4,624,4.9 B,Chandru Raheja,1940,83,Male,India,India,Mumbai,Real Estate,FALSE,Increased
2024,4,624,4.9 B,Mitchell Rales,1956,67,Male,United States,United States,Potomac,Manufacturing,TRUE,Decreased
2024,4,624,4.9 B,Trevor Rees-Jones,1951,72,Male,United States,United States,Dallas,Energy,TRUE,Increased
2024,4,624,4.9 B,Odd Reitan & family,1951,72,Male,Norway,Norway,Trondheim,Fashion & Retail,FALSE,Increased
2024,4,624,4.9 B,Vivek Chaand Sehgal,1956,67,Male,Australia,India,Delhi,Automotive,TRUE,Increased
2024,4,624,4.9 B,Herbert Wertheim,1939,84,Male,United States,United States,Coral Gables,Finance & Investments,TRUE,Increased
2024,4,624,4.9 B,Zhang Yong,1970,53,Male,Singapore,Singapore,Singapore,Food & Beverage,TRUE,Decreased
2024,4,648,4.8 B,Giuseppe De'Longhi & family,1939,84,Male,Italy,Italy,Treviso,Fashion & Retail,FALSE,Increased
2024,4,648,4.8 B,Stephen Feinberg,1960,64,Male,United States,United States,New York,Finance & Investments,TRUE,Increased
2024,4,648,4.8 B,Carlo Fidani,1955,69,Male,Canada,Canada,Toronto,Real Estate,FALSE,Increased
2024,4,648,4.8 B,Rakesh Gangwal,1953,70,Male,United States,United States,Miami,Service,TRUE,Increased
2024,4,648,4.8 B,Gao Dekang & family,1952,72,Male,China,China,Changshu,Fashion & Retail,TRUE,Decreased
2024,4,648,4.8 B,Nithin Kamath,1979,44,Male,India,India,Bangalore,Finance & Investments,TRUE,Increased
2024,4,648,4.8 B,Richard Liu,1974,50,Male,China,China,Beijing,Technology,TRUE,Decreased
2024,4,648,4.8 B,Michael Pieper,1946,78,Male,Switzerland,Switzerland,Lucerne,Manufacturing,TRUE,Decreased
2024,4,648,4.8 B,Herb Simon,1934,89,Male,United States,United States,Indianapolis,Real Estate,TRUE,Increased
2024,4,648,4.8 B,Steven Spielberg,1946,77,Male,United States,United States,Pacific Palisades,Media & Entertainment,TRUE,Increased
2024,4,648,4.8 B,Tahir & family,1952,72,Male,Indonesia,Indonesia,Jakarta,Diversified,TRUE,Increased
2024,4,648,4.8 B,Hansjoerg Wyss,1935,89,Male,Switzerland,United States,Wilson,Healthcare,TRUE,Decreased
2024,4,661,4.7 B,Rocco Basilico,1989,34,Male,Italy,United States,Los Angeles,Fashion & Retail,FALSE,Increased
2024,4,661,4.7 B,William Berkley,1946,77,Male,United States,United States,Coconut Grove,Finance & Investments,TRUE,Increased
2024,4,661,4.7 B,Leonid Boguslavsky,1951,72,Male,Canada,Italy,Florence,Finance & Investments,TRUE,Increased
2024,4,661,4.7 B,Chan Laiwa & family,1941,83,Female,China,China,Beijing,Real Estate,TRUE,Increased
2024,4,661,4.7 B,Giuseppe Crippa & family,1935,88,Male,Italy,Italy,Cernusco Lombardone,Manufacturing,TRUE,Increased
2024,4,661,4.7 B,Kenneth Dart,1955,68,Male,Belize,Cayman Islands,George Town,Finance & Investments,FALSE,Increased
2024,4,661,4.7 B,Claudio Del Vecchio,1957,67,Male,Italy,United States,Muttontown,Fashion & Retail,FALSE,Increased
2024,4,661,4.7 B,Clemente Del Vecchio,2004,19,Male,Italy,Italy,Milan,Fashion & Retail,FALSE,Increased
2024,4,661,4.7 B,Leonardo Maria Del Vecchio,1995,28,Male,Italy,Italy,Milan,Fashion & Retail,FALSE,Increased
2024,4,661,4.7 B,Luca Del Vecchio,2001,22,Male,Italy,Italy,Milan,Fashion & Retail,FALSE,Increased
2024,4,661,4.7 B,Marisa Del Vecchio,1958,65,Female,Italy,Italy,Rome,Fashion & Retail,FALSE,Increased
2024,4,661,4.7 B,Paola Del Vecchio,1961,62,Female,Italy,Luxembourg,Luxembourg,Fashion & Retail,FALSE,Increased
2024,4,661,4.7 B,W. Herbert Hunt,1929,95,Male,United States,United States,Dallas,Energy,FALSE,Increased
2024,4,661,4.7 B,Jim Kavanaugh,1962,61,Male,United States,United States,St. Louis,Technology,TRUE,Increased
2024,4,661,4.7 B,Friedrich Knapp,1951,72,Male,Germany,Germany,Brunswick,Fashion & Retail,TRUE,Increased
2024,4,661,4.7 B,Lin Bin,1968,56,Male,United States,China,Beijing,Technology,TRUE,Increased
2024,4,661,4.7 B,Lin Jianhua,1962,61,Male,China,China,Hangzhou,Manufacturing,TRUE,Decreased
2024,4,661,4.7 B,Ian Livingstone,1962,61,Male,United Kingdom,United Kingdom,London,Real Estate,TRUE,Increased
2024,4,661,4.7 B,Richard Livingstone,1964,59,Male,United Kingdom,United Kingdom,London,Real Estate,TRUE,Increased
2024,4,661,4.7 B,Willy Michel,1947,77,Male,Switzerland,Switzerland,Burgdorf,Healthcare,TRUE,Increased
2024,4,661,4.7 B,N.R. Narayana Murthy,1946,77,Male,India,India,Bangalore,Technology,TRUE,Increased
2024,4,661,4.7 B,Georg Nemetschek & family,1934,90,Male,Germany,Germany,Munich,Technology,TRUE,Increased
2024,4,661,4.7 B,Dirk Rossmann & family,1946,77,Male,Germany,Germany,Lower-Saxony,Fashion & Retail,TRUE,Increased
2024,4,661,4.7 B,Nicoletta Zampillo,1958,66,Female,Italy,Monaco,Monaco,Fashion & Retail,FALSE,Increased
2024,4,661,4.7 B,Zhu Yi,1963,60,Male,China,China,Chengdu,Healthcare,TRUE,Increased
2024,4,686,4.6 B,Juan Domingo Beckmann Legorreta & family,1967,56,Male,Mexico,Mexico,Mexico City,Food & Beverage,FALSE,Increased
2024,4,686,4.6 B,Sanjit Biswas,1982,42,Male,United States,United States,San Francisco,Technology,TRUE,Increased
2024,4,686,4.6 B,Francesco Gaetano Caltagirone,1943,81,Male,Italy,Italy,Rome,Construction & Engineering,TRUE,Increased
2024,4,686,4.6 B,Kim Beom-su,1966,58,Male,South Korea,South Korea,Seoul,Technology,TRUE,Decreased
2024,4,686,4.6 B,Ronald Lauder,1944,80,Male,United States,United States,New York,Fashion & Retail,FALSE,Remained Even
2024,4,686,4.6 B,Jeffrey Lurie & family,1951,72,Male,United States,United States,Wynnewood,Sports,FALSE,Increased
2024,4,686,4.6 B,Gwendolyn Sontheim Meyer,1961,62,Female,United States,United States,Rancho Santa Fe,Food & Beverage,FALSE,Increased
2024,4,686,4.6 B,Akio Nitori,1944,80,Male,Japan,Japan,Hokkaido,Fashion & Retail,TRUE,Increased
2024,4,686,4.6 B,Kjell Inge Rokke,1958,65,Male,Norway,Norway,Vettre,Logistics,TRUE,Decreased
2024,4,686,4.6 B,Yasumitsu Shigeta,1965,59,Male,Japan,Japan,Tokyo,Telecom,TRUE,Increased
2024,4,686,4.6 B,Zhu Baoguo & family,1962,61,Male,China,China,Shenzhen,Healthcare,TRUE,Increased
2024,4,697,4.5 B,John Bicket,1980,44,Male,United States,United States,San Francisco,Technology,TRUE,Increased
2024,4,697,4.5 B,Jim Coulter,1959,64,Male,United States,United States,San Francisco,Finance & Investments,TRUE,Increased
2024,4,697,4.5 B,Brunello Cucinelli & family,1953,70,Male,Italy,Italy,Solomeo,Fashion & Retail,TRUE,Increased
2024,4,697,4.5 B,Jeff T. Green,1977,47,Male,United States,United States,Newbury Park,Media & Entertainment,TRUE,Increased
2024,4,697,4.5 B,"Jeremy Jacobs, Sr. & family",1940,84,Male,United States,United States,East Aurora,Service,FALSE,Increased
2024,4,697,4.5 B,Dewi Kam,1950,73,Female,Indonesia,Indonesia,Jakarta,Energy,TRUE,Increased
2024,4,697,4.5 B,Lai Meisong,1970,53,Male,China,China,Shanghai,Logistics,TRUE,Decreased
2024,4,697,4.5 B,Li Ping,1968,56,Male,Hong Kong,China,Ningde,Automotive,TRUE,Decreased
2024,4,697,4.5 B,Richard Li,1966,57,Male,Hong Kong,Hong Kong,Hong Kong,Telecom,FALSE,Decreased
2024,4,697,4.5 B,Jorge Moll Filho & family,1945,79,Male,Brazil,Brazil,Rio de Janeiro,Healthcare,TRUE,Increased
2024,4,697,4.5 B,Vikas Oberoi,1970,53,Male,India,India,Mumbai,Real Estate,FALSE,Increased
2024,4,697,4.5 B,Lynn Schusterman & family,1939,85,Female,United States,United States,Tulsa,Energy,FALSE,Increased
2024,4,697,4.5 B,Jeff Skoll,1965,59,Male,United States,United States,Los Angeles,Technology,TRUE,Increased
2024,4,697,4.5 B,Jerzy Starak,1947,76,Male,Poland,Poland,Konstancin,Healthcare,TRUE,Increased
2024,4,697,4.5 B,Yitzhak Tshuva,1948,75,Male,Israel,Israel,Netanya,Real Estate,TRUE,Increased
2024,4,712,4.4 B,Joy Alukkas,1956,67,Male,India,India,Cochin,Fashion & Retail,FALSE,Increased
2024,4,712,4.4 B,Jim Davis,1960,64,Male,United States,United States,Cockeysville,Service,TRUE,Remained Even
2024,4,712,4.4 B,Juan Carlos Escotet,1959,64,Male,Venezuela,Spain,A Coruña,Finance & Investments,TRUE,Increased
2024,4,712,4.4 B,Peter Grogg,1942,82,Male,Switzerland,Switzerland,Liestal,Healthcare,TRUE,Remained Even
2024,4,712,4.4 B,Carlos Hank Rhon & family,1947,76,Male,Mexico,Mexico,Mexico City,Diversified,FALSE,Increased
2024,4,712,4.4 B,Reed Hastings,1960,63,Male,United States,United States,Santa Cruz,Technology,TRUE,Increased
2024,4,712,4.4 B,Martha Ingram & family,1935,88,Female,United States,United States,Nashville,Media & Entertainment,FALSE,Increased
2024,4,712,4.4 B,James Irsay,1959,64,Male,United States,United States,Carmel,Sports,FALSE,Increased
2024,4,712,4.4 B,"Rupert Johnson, Jr.",1940,83,Male,United States,United States,Burlingame,Finance & Investments,FALSE,Increased
2024,4,712,4.4 B,Andrei Kozitsyn,1960,63,Male,Russia,Russia,Verkhniaya Pyshma,Metals & Mining,TRUE,Increased
2024,4,712,4.4 B,Cliff Obrecht,1985,38,Male,Australia,Australia,Sydney,Technology,TRUE,Increased
2024,4,712,4.4 B,Melanie Perkins,1987,36,Female,Australia,Australia,Sydney,Technology,TRUE,Increased
2024,4,712,4.4 B,Isaac Perlmutter,1942,81,Male,United States,United States,Palm Beach,Media & Entertainment,TRUE,Increased
2024,4,712,4.4 B,Pham Nhat Vuong,1968,55,Male,Vietnam,Vietnam,Hanoi,Diversified,TRUE,Increased
2024,4,712,4.4 B,Michael Saylor,1965,59,Male,United States,United States,Vienna,Technology,TRUE,Returned to List
2024,4,712,4.4 B,Gil Shwed,1968,55,Male,Israel,Israel,Tel Aviv,Technology,TRUE,Increased
2024,4,712,4.4 B,Stephen Smith,1951,72,Male,Canada,Canada,Toronto,Finance & Investments,TRUE,Increased
2024,4,712,4.4 B,Dan Snyder,1964,59,Male,United States,United States,Potomac,Sports,TRUE,Decreased
2024,4,712,4.4 B,Stefan von Holtzbrinck,1963,60,Male,Germany,Germany,Stuttgart,Media & Entertainment,FALSE,Increased
2024,4,712,4.4 B,Nusli Wadia,1944,80,Male,India,India,Mumbai,Food & Beverage,FALSE,Increased
2024,4,712,4.4 B,Xiang Guangda,1958,66,Male,China,China,Wenzhou,Metals & Mining,TRUE,Returned to List
2024,4,734,4.3 B,William Ackman,1966,57,Male,United States,United States,New York,Finance & Investments,TRUE,Increased
2024,4,734,4.3 B,Nick Caporella,1936,88,Male,United States,United States,Plantation,Food & Beverage,TRUE,Increased
2024,4,734,4.3 B,John Catsimatidis,1948,75,Male,United States,United States,New York,Energy,TRUE,Increased
2024,4,734,4.3 B,John Coates,1970,54,Male,United Kingdom,United Kingdom,Stoke-On-Trent,Gambling & Casinos,TRUE,Increased
2024,4,734,4.3 B,Tench Coxe,1958,66,Male,United States,United States,Palo Alto,Finance & Investments,TRUE,Increased
2024,4,734,4.3 B,Daniel D'Aniello,1946,77,Male,United States,United States,Vienna,Finance & Investments,TRUE,Increased
2024,4,734,4.3 B,Wesley Edens,1961,62,Male,United States,United States,New York,Finance & Investments,TRUE,Increased
2024,4,734,4.3 B,Abhay Firodia,1944,79,Male,India,India,Pune,Automotive,FALSE,Increased
2024,4,734,4.3 B,Luca Garavoglia,1969,55,Male,Italy,Italy,Milan,Food & Beverage,FALSE,Increased
2024,4,734,4.3 B,Hong Ra-hee,1945,78,Female,South Korea,South Korea,Seoul,Technology,FALSE,Decreased
2024,4,734,4.3 B,Jin Baofang,1952,71,Male,China,China,Xingtai,Energy,TRUE,Decreased
2024,4,734,4.3 B,Marc Ladreit de Lacharriere,1940,83,Male,France,France,Paris,Finance & Investments,TRUE,Increased
2024,4,734,4.3 B,Mark Leonard & family,1956,67,Male,Canada,Canada,Toronto,Technology,TRUE,Increased
2024,4,734,4.3 B,Li Zhenguo & family,1968,56,Male,China,China,Xi'an,Manufacturing,TRUE,Decreased
2024,4,734,4.3 B,Gabe Newell,1962,61,Male,United States,United States,Seattle,Gambling & Casinos,TRUE,Increased
2024,4,734,4.3 B,Clive Palmer,1954,70,Male,Australia,Australia,Brisbane,Metals & Mining,TRUE,Increased
2024,4,734,4.3 B,Emanuele (Lino) Saputo & family,1937,87,Male,Canada,Canada,Montreal,Food & Beverage,FALSE,Decreased
2024,4,734,4.3 B,Shaul Shani,1955,69,Male,Israel,Italy,Milan,Telecom,TRUE,Increased
